"No.","Time","Source","Destination","Protocol","Length","Info"
"34","01:06:10.599094","172.16.1.4","172.16.1.201","TCP","66","88  >  49159 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"35","01:06:10.599122","172.16.1.4","172.16.1.201","TCP","66","135  >  49160 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"36","01:06:10.599442","172.16.1.201","172.16.1.4","TCP","60","49159  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"37","01:06:10.599443","172.16.1.201","172.16.1.4","TCP","60","49160  >  135 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"38","01:06:10.599785","172.16.1.201","172.16.1.4","KRB5","290","AS-REQ"
"39","01:06:10.600335","172.16.1.4","172.16.1.201","KRB5","324","KRB Error: KRB5KDC_ERR_PREAUTH_REQUIRED"
"40","01:06:10.600667","172.16.1.201","172.16.1.4","TCP","60","49159  >  88 [FIN, ACK] Seq=237 Ack=271 Win=65280 Len=0"
"41","01:06:10.600687","172.16.1.4","172.16.1.201","TCP","54","88  >  49159 [ACK] Seq=271 Ack=238 Win=65536 Len=0"
"42","01:06:10.600730","172.16.1.4","172.16.1.201","TCP","54","88  >  49159 [RST, ACK] Seq=271 Ack=238 Win=0 Len=0"
"43","01:06:10.601023","172.16.1.201","172.16.1.4","DCERPC","214","Bind: call_id: 2, Fragment: Single, 3 context items: EPMv4 V3.0 (32bit NDR), EPMv4 V3.0 (64bit NDR), EPMv4 V3.0 (6cb71c2c-9812-4540-0300-000000000000)"
"44","01:06:10.601066","172.16.1.4","172.16.1.201","DCERPC","162","Bind_ack: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 3 results: Provider rejection, Acceptance, Negotiate ACK"
"45","01:06:10.601398","172.16.1.201","172.16.1.4","EPM","222","Map request, DRSUAPI, 32bit NDR"
"46","01:06:10.601483","172.16.1.4","172.16.1.201","EPM","226","Map response, DRSUAPI, 32bit NDR"
"47","01:06:10.633575","172.16.1.201","172.16.1.4","TCP","66","49161  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"48","01:06:10.633625","172.16.1.4","172.16.1.201","TCP","66","88  >  49161 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"49","01:06:10.633964","172.16.1.201","172.16.1.4","TCP","60","49161  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"50","01:06:10.633964","172.16.1.201","172.16.1.4","KRB5","370","AS-REQ"
"51","01:06:10.634519","172.16.1.201","172.16.1.4","TCP","66","49162  >  49155 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"52","01:06:10.634551","172.16.1.4","172.16.1.201","TCP","66","49155  >  49162 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"53","01:06:10.634888","172.16.1.201","172.16.1.4","TCP","60","49162  >  49155 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"54","01:06:10.635279","172.16.1.4","172.16.1.201","KRB5","1599","AS-REP"
"55","01:06:10.635613","172.16.1.201","172.16.1.4","TCP","66","49163  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"56","01:06:10.635645","172.16.1.4","172.16.1.201","TCP","66","88  >  49163 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"57","01:06:10.635986","172.16.1.201","172.16.1.4","TCP","60","49161  >  88 [ACK] Seq=317 Ack=1546 Win=65536 Len=0"
"58","01:06:10.635987","172.16.1.201","172.16.1.4","TCP","60","49163  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"59","01:06:10.635987","172.16.1.201","172.16.1.4","TCP","60","49161  >  88 [FIN, ACK] Seq=317 Ack=1546 Win=65536 Len=0"
"60","01:06:10.635988","172.16.1.201","172.16.1.4","KRB5","290","AS-REQ"
"61","01:06:10.636025","172.16.1.4","172.16.1.201","TCP","54","88  >  49161 [ACK] Seq=1546 Ack=318 Win=65536 Len=0"
"62","01:06:10.636112","172.16.1.4","172.16.1.201","TCP","54","88  >  49161 [RST, ACK] Seq=1546 Ack=318 Win=0 Len=0"
"63","01:06:10.636646","172.16.1.4","172.16.1.201","KRB5","324","KRB Error: KRB5KDC_ERR_PREAUTH_REQUIRED"
"64","01:06:10.636981","172.16.1.201","172.16.1.4","TCP","60","49163  >  88 [FIN, ACK] Seq=237 Ack=271 Win=65280 Len=0"
"65","01:06:10.636999","172.16.1.4","172.16.1.201","TCP","54","88  >  49163 [ACK] Seq=271 Ack=238 Win=65536 Len=0"
"66","01:06:10.637037","172.16.1.4","172.16.1.201","TCP","54","88  >  49163 [RST, ACK] Seq=271 Ack=238 Win=0 Len=0"
"67","01:06:10.640519","172.16.1.201","172.16.1.255","NBNS","92","Name query NB ISATAP<00>"
"68","01:06:10.670094","172.16.1.201","172.16.1.4","TCP","66","49164  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"69","01:06:10.670095","172.16.1.201","172.16.1.4","TCP","66","49165  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"70","01:06:10.670146","172.16.1.4","172.16.1.201","TCP","66","88  >  49164 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"71","01:06:10.670174","172.16.1.4","172.16.1.201","TCP","66","88  >  49165 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"72","01:06:10.670494","172.16.1.201","172.16.1.4","TCP","60","49164  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"73","01:06:10.670495","172.16.1.201","172.16.1.4","TCP","60","49165  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"74","01:06:10.670496","172.16.1.201","172.16.1.4","KRB5","370","AS-REQ"
"75","01:06:10.670877","172.16.1.201","172.16.1.4","TCP","1514","49165  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"76","01:06:10.670880","172.16.1.201","172.16.1.4","KRB5","182","TGS-REQ"
"77","01:06:10.670900","172.16.1.4","172.16.1.201","TCP","54","88  >  49165 [ACK] Seq=1 Ack=1589 Win=65536 Len=0"
"78","01:06:10.672024","172.16.1.4","172.16.1.201","KRB5","1614","TGS-REP"
"79","01:06:10.672668","172.16.1.4","172.16.1.201","KRB5","1599","AS-REP"
"80","01:06:10.672809","172.16.1.201","172.16.1.4","TCP","60","49165  >  88 [ACK] Seq=1589 Ack=1561 Win=65536 Len=0"
"81","01:06:10.672810","172.16.1.201","172.16.1.4","TCP","60","49165  >  88 [FIN, ACK] Seq=1589 Ack=1561 Win=65536 Len=0"
"82","01:06:10.672833","172.16.1.4","172.16.1.201","TCP","54","88  >  49165 [ACK] Seq=1561 Ack=1590 Win=65536 Len=0"
"83","01:06:10.672874","172.16.1.4","172.16.1.201","TCP","54","88  >  49165 [RST, ACK] Seq=1561 Ack=1590 Win=0 Len=0"
"84","01:06:10.673482","172.16.1.201","172.16.1.4","TCP","1514","49158  >  389 [ACK] Seq=351 Ack=2320 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"85","01:06:10.673483","172.16.1.201","172.16.1.4","LDAP","297","bindRequest(3) ""<ROOT>"" sasl "
"86","01:06:10.673484","172.16.1.201","172.16.1.4","TCP","60","49164  >  88 [ACK] Seq=317 Ack=1546 Win=65536 Len=0"
"87","01:06:10.673485","172.16.1.201","172.16.1.4","TCP","60","49164  >  88 [FIN, ACK] Seq=317 Ack=1546 Win=65536 Len=0"
"88","01:06:10.673514","172.16.1.4","172.16.1.201","TCP","54","389  >  49158 [ACK] Seq=2320 Ack=2054 Win=65536 Len=0"
"89","01:06:10.673521","172.16.1.4","172.16.1.201","TCP","54","88  >  49164 [ACK] Seq=1546 Ack=318 Win=65536 Len=0"
"90","01:06:10.673583","172.16.1.4","172.16.1.201","TCP","54","88  >  49164 [RST, ACK] Seq=1546 Ack=318 Win=0 Len=0"
"91","01:06:10.673850","172.16.1.201","172.16.1.4","TCP","1514","49162  >  49155 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"92","01:06:10.673852","172.16.1.201","172.16.1.4","DCERPC","406","Bind: call_id: 2, Fragment: Single, 3 context items: DRSUAPI V4.0 (32bit NDR), DRSUAPI V4.0 (64bit NDR), DRSUAPI V4.0 (6cb71c2c-9812-4540-0300-000000000000)"
"93","01:06:10.673875","172.16.1.4","172.16.1.201","TCP","54","49155  >  49162 [ACK] Seq=1 Ack=1813 Win=65536 Len=0"
"94","01:06:10.674553","172.16.1.4","172.16.1.201","LDAP","264","bindResponse(3) success "
"95","01:06:10.675215","172.16.1.4","172.16.1.201","DCERPC","338","Bind_ack: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 3 results: Provider rejection, Acceptance, Negotiate ACK"
"96","01:06:10.676021","172.16.1.201","172.16.1.4","DCERPC","274","Alter_context: call_id: 2, Fragment: Single, 1 context items: DRSUAPI V4.0 (64bit NDR)"
"97","01:06:10.676254","172.16.1.4","172.16.1.201","DCERPC","159","Alter_context_resp: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 1 results: Acceptance"
"98","01:06:10.677054","172.16.1.201","172.16.1.4","DRSUAPI","306","DsBind request"
"99","01:06:10.677055","172.16.1.201","172.16.1.4","LDAP","170","SASL GSS-API Integrity: searchRequest(4) ""<ROOT>"" baseObject "
"100","01:06:10.677281","172.16.1.4","172.16.1.201","DRSUAPI","258","DsBind response"
"101","01:06:10.677362","172.16.1.4","172.16.1.201","LDAP","209","SASL GSS-API Integrity: searchResEntry(4) ""<ROOT>"" searchResDone(4) success  [4 results]"
"102","01:06:10.678074","172.16.1.201","172.16.1.4","DRSUAPI","322","DsCrackNames request"
"103","01:06:10.678075","172.16.1.201","172.16.1.4","LDAP","156","SASL GSS-API Integrity: searchRequest(5) ""<ROOT>"" baseObject "
"104","01:06:10.678406","172.16.1.4","172.16.1.201","DRSUAPI","418","DsCrackNames response"
"105","01:06:10.678514","172.16.1.4","172.16.1.201","LDAP","277","SASL GSS-API Integrity: searchResEntry(5) ""<ROOT>"" searchResDone(5) success  [4 results]"
"106","01:06:10.679124","172.16.1.201","172.16.1.4","DRSUAPI","322","DsCrackNames request"
"107","01:06:10.679125","172.16.1.201","172.16.1.4","LDAP","272","SASL GSS-API Integrity: searchRequest(6) ""CN=NTDS Settings,CN=CARLFORCE-DC1,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=carlforce,DC=com"" baseObject "
"108","01:06:10.679422","172.16.1.4","172.16.1.201","DRSUAPI","402","DsCrackNames response"
"109","01:06:10.679595","172.16.1.4","172.16.1.201","LDAP","292","SASL GSS-API Integrity: searchResEntry(6) ""CN=NTDS Settings,CN=CARLFORCE-DC1,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=carlforce,DC=com"" searchResDone(6) success  [4 results]"
"110","01:06:10.680088","172.16.1.201","172.16.1.4","DRSUAPI","194","DsUnbind request"
"111","01:06:10.680089","172.16.1.201","172.16.1.4","LDAP","254","SASL GSS-API Integrity: searchRequest(7) ""CN=Public Key Services,CN=Services,CN=Configuration,DC=carlforce,DC=com"" wholeSubtree "
"112","01:06:10.680204","172.16.1.4","172.16.1.201","DRSUAPI","194","DsUnbind response"
"113","01:06:10.680389","172.16.1.4","172.16.1.201","LDAP","108","SASL GSS-API Integrity: searchResDone(7) success  [4 results]"
"114","01:06:10.682337","172.16.1.201","172.16.1.4","TCP","66","49166  >  135 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"115","01:06:10.682386","172.16.1.4","172.16.1.201","TCP","66","135  >  49166 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"116","01:06:10.682722","172.16.1.201","172.16.1.4","TCP","60","49166  >  135 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"117","01:06:10.683077","172.16.1.201","172.16.1.4","DCERPC","214","Bind: call_id: 2, Fragment: Single, 3 context items: EPMv4 V3.0 (32bit NDR), EPMv4 V3.0 (64bit NDR), EPMv4 V3.0 (6cb71c2c-9812-4540-0300-000000000000)"
"118","01:06:10.683120","172.16.1.4","172.16.1.201","DCERPC","162","Bind_ack: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 3 results: Provider rejection, Acceptance, Negotiate ACK"
"119","01:06:10.683450","172.16.1.201","172.16.1.4","EPM","222","Map request, DRSUAPI, 32bit NDR"
"120","01:06:10.683528","172.16.1.4","172.16.1.201","EPM","226","Map response, DRSUAPI, 32bit NDR"
"121","01:06:10.685018","172.16.1.201","172.16.1.4","TCP","66","49167  >  49155 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"122","01:06:10.685068","172.16.1.4","172.16.1.201","TCP","66","49155  >  49167 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"123","01:06:10.685406","172.16.1.201","172.16.1.4","TCP","66","49168  >  389 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"124","01:06:10.685407","172.16.1.201","172.16.1.4","TCP","60","49167  >  49155 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"125","01:06:10.685432","172.16.1.4","172.16.1.201","TCP","66","389  >  49168 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"126","01:06:10.685774","172.16.1.201","172.16.1.4","TCP","60","49168  >  389 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"127","01:06:10.685775","172.16.1.201","172.16.1.4","TCP","66","49169  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"128","01:06:10.685815","172.16.1.4","172.16.1.201","TCP","66","88  >  49169 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"129","01:06:10.686151","172.16.1.201","172.16.1.4","TCP","60","49169  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"130","01:06:10.686484","172.16.1.201","172.16.1.4","TCP","1514","49169  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"131","01:06:10.686487","172.16.1.201","172.16.1.4","KRB5","167","TGS-REQ"
"132","01:06:10.686506","172.16.1.4","172.16.1.201","TCP","54","88  >  49169 [ACK] Seq=1 Ack=1574 Win=65536 Len=0"
"133","01:06:10.687666","172.16.1.4","172.16.1.201","KRB5","1605","TGS-REP"
"134","01:06:10.688437","172.16.1.201","172.16.1.4","TCP","60","49169  >  88 [ACK] Seq=1574 Ack=1552 Win=65536 Len=0"
"135","01:06:10.688438","172.16.1.201","172.16.1.4","TCP","60","49169  >  88 [FIN, ACK] Seq=1574 Ack=1552 Win=65536 Len=0"
"136","01:06:10.688460","172.16.1.4","172.16.1.201","TCP","54","88  >  49169 [ACK] Seq=1552 Ack=1575 Win=65536 Len=0"
"137","01:06:10.688499","172.16.1.4","172.16.1.201","TCP","54","88  >  49169 [RST, ACK] Seq=1552 Ack=1575 Win=0 Len=0"
"138","01:06:10.689130","172.16.1.201","172.16.1.4","TCP","1514","49167  >  49155 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"139","01:06:10.689132","172.16.1.201","172.16.1.4","DCERPC","391","Bind: call_id: 2, Fragment: Single, 3 context items: DRSUAPI V4.0 (32bit NDR), DRSUAPI V4.0 (64bit NDR), DRSUAPI V4.0 (6cb71c2c-9812-4540-0300-000000000000)"
"140","01:06:10.689152","172.16.1.4","172.16.1.201","TCP","54","49155  >  49167 [ACK] Seq=1 Ack=1798 Win=65536 Len=0"
"141","01:06:10.689488","172.16.1.201","172.16.1.4","TCP","1514","49168  >  389 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"142","01:06:10.689491","172.16.1.201","172.16.1.4","LDAP","297","bindRequest(10) ""<ROOT>"" sasl "
"143","01:06:10.689509","172.16.1.4","172.16.1.201","TCP","54","389  >  49168 [ACK] Seq=1 Ack=1704 Win=65536 Len=0"
"144","01:06:10.690397","172.16.1.4","172.16.1.201","DCERPC","338","Bind_ack: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 3 results: Provider rejection, Acceptance, Negotiate ACK"
"145","01:06:10.690647","172.16.1.4","172.16.1.201","LDAP","264","bindResponse(10) success "
"146","01:06:10.691203","172.16.1.201","172.16.1.4","DCERPC","274","Alter_context: call_id: 2, Fragment: Single, 1 context items: DRSUAPI V4.0 (64bit NDR)"
"147","01:06:10.691204","172.16.1.201","172.16.1.4","LDAP","187","SASL GSS-API Integrity: searchRequest(11) ""<ROOT>"" baseObject "
"148","01:06:10.691432","172.16.1.4","172.16.1.201","DCERPC","159","Alter_context_resp: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 1 results: Acceptance"
"149","01:06:10.691524","172.16.1.4","172.16.1.201","LDAP","264","SASL GSS-API Integrity: searchResEntry(11) ""<ROOT>"" searchResDone(11) success  [1 result]"
"150","01:06:10.693575","172.16.1.201","172.16.1.4","DRSUAPI","306","DsBind request"
"151","01:06:10.693829","172.16.1.4","172.16.1.201","DRSUAPI","258","DsBind response"
"152","01:06:10.694163","172.16.1.201","172.16.1.4","TCP","66","49170  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"153","01:06:10.694205","172.16.1.4","172.16.1.201","TCP","66","88  >  49170 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"154","01:06:10.694542","172.16.1.201","172.16.1.4","DRSUAPI","450","DsWriteAccountSpn request"
"155","01:06:10.694543","172.16.1.201","172.16.1.4","TCP","60","49170  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"156","01:06:10.694544","172.16.1.201","172.16.1.4","KRB5","290","AS-REQ"
"157","01:06:10.695017","172.16.1.4","172.16.1.201","DRSUAPI","178","DsWriteAccountSpn response"
"158","01:06:10.695545","172.16.1.4","172.16.1.201","KRB5","324","KRB Error: KRB5KDC_ERR_PREAUTH_REQUIRED"
"159","01:06:10.695684","172.16.1.201","172.16.1.4","DRSUAPI","434","DsWriteAccountSpn request"
"160","01:06:10.696097","172.16.1.4","172.16.1.201","DRSUAPI","178","DsWriteAccountSpn response"
"161","01:06:10.696105","172.16.1.201","172.16.1.4","TCP","60","49170  >  88 [FIN, ACK] Seq=237 Ack=271 Win=65280 Len=0"
"162","01:06:10.696125","172.16.1.4","172.16.1.201","TCP","54","88  >  49170 [ACK] Seq=271 Ack=238 Win=65536 Len=0"
"163","01:06:10.696205","172.16.1.4","172.16.1.201","TCP","54","88  >  49170 [RST, ACK] Seq=271 Ack=238 Win=0 Len=0"
"164","01:06:10.696769","172.16.1.201","172.16.1.4","DRSUAPI","194","DsUnbind request"
"165","01:06:10.696883","172.16.1.4","172.16.1.201","DRSUAPI","194","DsUnbind response"
"166","01:06:10.728531","172.16.1.201","172.16.1.4","TCP","66","49171  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"167","01:06:10.728582","172.16.1.4","172.16.1.201","TCP","66","88  >  49171 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"168","01:06:10.728922","172.16.1.201","172.16.1.4","TCP","60","49171  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"169","01:06:10.728922","172.16.1.201","172.16.1.4","KRB5","370","AS-REQ"
"170","01:06:10.729916","172.16.1.4","172.16.1.201","KRB5","1599","AS-REP"
"171","01:06:10.730706","172.16.1.201","172.16.1.4","TCP","60","49171  >  88 [ACK] Seq=317 Ack=1546 Win=65536 Len=0"
"172","01:06:10.730706","172.16.1.201","172.16.1.4","TCP","60","49171  >  88 [FIN, ACK] Seq=317 Ack=1546 Win=65536 Len=0"
"173","01:06:10.730730","172.16.1.4","172.16.1.201","TCP","54","88  >  49171 [ACK] Seq=1546 Ack=318 Win=65536 Len=0"
"174","01:06:10.730768","172.16.1.4","172.16.1.201","TCP","54","88  >  49171 [RST, ACK] Seq=1546 Ack=318 Win=0 Len=0"
"175","01:06:10.731546","172.16.1.201","172.16.1.4","TCP","66","49172  >  88 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"176","01:06:10.731577","172.16.1.4","172.16.1.201","TCP","66","88  >  49172 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"177","01:06:10.731913","172.16.1.201","172.16.1.4","TCP","60","49172  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"178","01:06:10.732260","172.16.1.201","172.16.1.4","TCP","1514","49172  >  88 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"179","01:06:10.732261","172.16.1.201","172.16.1.4","KRB5","110","TGS-REQ"
"180","01:06:10.732278","172.16.1.4","172.16.1.201","TCP","54","88  >  49172 [ACK] Seq=1 Ack=1517 Win=65536 Len=0"
"181","01:06:10.733391","172.16.1.4","172.16.1.201","KRB5","1530","TGS-REP"
"182","01:06:10.734165","172.16.1.201","172.16.1.4","TCP","60","49172  >  88 [ACK] Seq=1517 Ack=1477 Win=65536 Len=0"
"183","01:06:10.734166","172.16.1.201","172.16.1.4","TCP","60","49172  >  88 [FIN, ACK] Seq=1517 Ack=1477 Win=65536 Len=0"
"184","01:06:10.734188","172.16.1.4","172.16.1.201","TCP","54","88  >  49172 [ACK] Seq=1477 Ack=1518 Win=65536 Len=0"
"185","01:06:10.734227","172.16.1.4","172.16.1.201","TCP","54","88  >  49172 [RST, ACK] Seq=1477 Ack=1518 Win=0 Len=0"
"186","01:06:10.736560","172.16.1.201","172.16.1.4","LDAP","1073","SASL GSS-API Integrity: searchRequest(12) ""CN=Certificate Templates,CN=Public Key Services,CN=Services,CN=Configuration,DC=carlforce,DC=com"" wholeSubtree "
"187","01:06:10.736903","172.16.1.4","172.16.1.201","LDAP","108","SASL GSS-API Integrity: searchResDone(12) success  [1 result]"
"188","01:06:10.737238","172.16.1.201","172.16.1.4","LDAP","97","SASL GSS-API Integrity: unbindRequest(13) "
"189","01:06:10.737315","172.16.1.4","172.16.1.201","TCP","54","389  >  49168 [RST, ACK] Seq=475 Ack=2899 Win=0 Len=0"
"190","01:06:10.737619","172.16.1.201","172.16.1.4","TCP","60","49168  >  389 [FIN, ACK] Seq=2899 Ack=475 Win=65024 Len=0"
"191","01:06:10.737619","172.16.1.201","172.16.1.4","LDAP","97","SASL GSS-API Integrity: unbindRequest(14) "
